city,slug,date,day_of_week,max_total_booked_hours,max_captured_at
woodstock-ga,woodstock-ga,2026-01-18,Sunday,0.0,2026-01-18T02:15:01
ankeny-ia,ankeny-ia,2026-01-18,Sunday,22.0,2026-01-18T18:15:02
des-moines-ia-downtown,des-moines-ia-downtown,2026-01-18,Sunday,0.0,2026-01-18T02:15:01
des-moines-waukee-ia,des-moines-waukee-ia,2026-01-18,Sunday,0.0,2026-01-18T02:15:01
boise-id,boise-id,2026-01-18,Sunday,42.0,2026-01-18T12:32:30
meridian-id,meridian-id,2026-01-18,Sunday,35.0,2026-01-18T16:18:09
carmelin,carmelin,2026-01-18,Sunday,38.5,2026-01-18T14:18:02
fishers-in,fishers-in,2026-01-18,Sunday,36.5,2026-01-18T10:00:01
kansas-city-leawood,kansas-city-leawood,2026-01-18,Sunday,44.0,2026-01-18T17:00:01
overlandparkks,overlandparkks,2026-01-18,Sunday,50.0,2026-01-18T11:32:33
ascension-la,ascension-la,2026-01-18,Sunday,0.0,2026-01-18T02:15:01
baton-rouge-st-george,baton-rouge-st-george,2026-01-18,Sunday,14.0,2026-01-18T15:34:54
shreveport-la-south,shreveport-la-south,2026-01-18,Sunday,34.5,2026-01-18T18:15:02
maynardma,maynardma,2026-01-18,Sunday,33.5,2026-01-18T10:34:52
southborough-ma,southborough-ma,2026-01-18,Sunday,60.0,2026-01-18T17:15:01
crofton-md,crofton-md,2026-01-18,Sunday,0.0,2026-01-18T02:15:01
towson-baltimore-md,towson-baltimore-md,2026-01-18,Sunday,0.0,2026-01-18T02:15:01
white-marsh-baltimore-md,white-marsh-baltimore-md,2026-01-18,Sunday,0.0,2026-01-18T02:15:01
clarkstonmi,clarkstonmi,2026-01-18,Sunday,37.0,2026-01-18T14:34:16
farmington-mi,farmington-mi,2026-01-18,Sunday,32.0,2026-01-18T14:18:02
grand-blanc-mi,grand-blanc-mi,2026-01-18,Sunday,34.0,2026-01-18T18:15:02
lansing-mi,lansing-mi,2026-01-18,Sunday,53.5,2026-01-18T18:15:02
livonia-mi,livonia-mi,2026-01-18,Sunday,60.0,2026-01-18T15:15:57
novi-mi,novi-mi,2026-01-18,Sunday,0.0,2026-01-18T02:15:01
rochester-hills-mi,rochester-hills-mi,2026-01-18,Sunday,30.0,2026-01-18T14:18:02
troy-mi,troy-mi,2026-01-18,Sunday,33.0,2026-01-18T18:15:02
west-bloomfield-mi,west-bloomfield-mi,2026-01-18,Sunday,0.0,2026-01-18T02:15:01
st-louis-crestwood-mo,st-louis-crestwood-mo,2026-01-18,Sunday,31.5,2026-01-18T17:00:01
liberty-mo,liberty-mo,2026-01-18,Sunday,0.0,2026-01-18T02:15:01
rollamo,rollamo,2026-01-18,Sunday,39.5,2026-01-18T17:00:01
bozemanmt,bozemanmt,2026-01-18,Sunday,66.5,2026-01-18T10:00:01
chapel-hill-nc,chapel-hill-nc,2026-01-18,Sunday,35.0,2026-01-18T17:00:01
raleigh-nc-north,raleigh-nc-north,2026-01-18,Sunday,17.0,2026-01-18T14:18:02
lincoln-ne-south,lincoln-ne-south,2026-01-18,Sunday,44.0,2026-01-18T14:18:02
omahane,omahane,2026-01-18,Sunday,63.5,2026-01-18T11:32:33
papillionne,papillionne,2026-01-18,Sunday,47.5,2026-01-18T14:34:16
howell-nj,howell-nj,2026-01-18,Sunday,26.5,2026-01-18T18:15:02
pomptonplainsnj,pomptonplainsnj,2026-01-18,Sunday,83.5,2026-01-18T14:18:02
princetonnj,princetonnj,2026-01-18,Sunday,32.0,2026-01-18T17:00:01
toms-river-nj,toms-river-nj,2026-01-18,Sunday,0.0,2026-01-18T02:15:01
lascruces-nm,lascruces-nm,2026-01-18,Sunday,20.0,2026-01-18T18:15:02
hendersonnv,hendersonnv,2026-01-18,Sunday,32.5,2026-01-18T10:34:52
mesquitenv,mesquitenv,2026-01-18,Sunday,20.5,2026-01-18T17:00:01
southsummerlinnv,southsummerlinnv,2026-01-18,Sunday,30.5,2026-01-18T15:48:31
summerlinlasvegasnv,summerlinlasvegasnv,2026-01-18,Sunday,31.0,2026-01-18T18:15:02
bethpage-ny,bethpage-ny,2026-01-18,Sunday,54.0,2026-01-18T10:00:01
fivetowns-ny,fivetowns-ny,2026-01-18,Sunday,30.0,2026-01-18T11:32:33
brunswickoh,brunswickoh,2026-01-18,Sunday,51.0,2026-01-18T15:48:31
chardonoh,chardonoh,2026-01-18,Sunday,29.0,2026-01-18T11:32:33
columbus-upper-arlington-oh,columbus-upper-arlington-oh,2026-01-18,Sunday,38.0,2026-01-18T18:15:02
north-canton-oh,north-canton-oh,2026-01-18,Sunday,42.5,2026-01-18T14:18:02
woosteroh,woosteroh,2026-01-18,Sunday,45.0,2026-01-18T18:15:02
jenks-ok,jenks-ok,2026-01-18,Sunday,30.0,2026-01-18T15:48:31
tulsa-ok-southern-hills,tulsa-ok-southern-hills,2026-01-18,Sunday,20.5,2026-01-18T17:00:01
clackamas-or,clackamas-or,2026-01-18,Sunday,5.0,2026-01-18T02:15:01
eugeneor,eugeneor,2026-01-18,Sunday,56.5,2026-01-18T17:15:01
salem-keizer-or,salem-keizer-or,2026-01-18,Sunday,38.0,2026-01-18T17:15:01
sherwoodor,sherwoodor,2026-01-18,Sunday,40.5,2026-01-18T18:15:02
paoli-pa,paoli-pa,2026-01-18,Sunday,0.0,2026-01-18T02:15:01
yardley-pa,yardley-pa,2026-01-18,Sunday,48.0,2026-01-18T10:00:01
york-pa,york-pa,2026-01-18,Sunday,77.0,2026-01-18T15:15:57
aikensc,aikensc,2026-01-18,Sunday,49.5,2026-01-18T18:15:02
spartanburgsc,spartanburgsc,2026-01-18,Sunday,58.0,2026-01-18T15:15:57
sioux-falls-sd-south,sioux-falls-sd-south,2026-01-18,Sunday,51.0,2026-01-18T15:48:31
chattanoogatn,chattanoogatn,2026-01-18,Sunday,45.5,2026-01-18T10:34:52
clarksvilletn,clarksvilletn,2026-01-18,Sunday,73.5,2026-01-18T18:15:02
cleveland-tn,cleveland-tn,2026-01-18,Sunday,0.0,2026-01-18T02:15:01
franklintn,franklintn,2026-01-18,Sunday,39.5,2026-01-18T18:15:02
knoxvilletn,knoxvilletn,2026-01-18,Sunday,61.0,2026-01-18T17:00:01
memphis-tn-collierville,memphis-tn-collierville,2026-01-18,Sunday,11.0,2026-01-18T14:18:02
mt-juliet-tn,mt-juliet-tn,2026-01-18,Sunday,36.0,2026-01-18T14:34:16
nashville-bellevue-tn,nashville-bellevue-tn,2026-01-18,Sunday,16.0,2026-01-18T12:32:30
spring-hill-tn-north,spring-hill-tn-north,2026-01-18,Sunday,33.0,2026-01-18T17:00:01
allen-tx,allen-tx,2026-01-18,Sunday,0.0,2026-01-18T02:15:01
amarillo-tx,amarillo-tx,2026-01-18,Sunday,0.0,2026-01-18T02:15:01
houston-atascocita-tx,houston-atascocita-tx,2026-01-18,Sunday,35.5,2026-01-18T18:15:02
eastaustintx,eastaustintx,2026-01-18,Sunday,43.5,2026-01-18T15:15:57
southwestaustintx,southwestaustintx,2026-01-18,Sunday,19.5,2026-01-18T10:34:52
colleyville-tx,colleyville-tx,2026-01-18,Sunday,37.5,2026-01-18T11:32:33
denton-tx,denton-tx,2026-01-18,Sunday,35.0,2026-01-18T17:00:01
flowermoundtx,flowermoundtx,2026-01-18,Sunday,51.5,2026-01-18T18:15:02
granburytx,granburytx,2026-01-18,Sunday,26.0,2026-01-18T18:15:02
grand-prairie-tx,grand-prairie-tx,2026-01-18,Sunday,15.0,2026-01-18T15:15:57
houstonheightstx,houstonheightstx,2026-01-18,Sunday,41.0,2026-01-18T15:15:57
houston-memorial-tx,houston-memorial-tx,2026-01-18,Sunday,44.0,2026-01-18T14:18:02
katy-tx,katy-tx,2026-01-18,Sunday,39.0,2026-01-18T18:15:02
kellertx,kellertx,2026-01-18,Sunday,35.5,2026-01-18T18:15:02
lubbock-tx,lubbock-tx,2026-01-18,Sunday,0.0,2026-01-18T02:15:01
woodlands-houston-tx,woodlands-houston-tx,2026-01-18,Sunday,37.0,2026-01-18T15:48:31
mckinney-tx,mckinney-tx,2026-01-18,Sunday,0.0,2026-01-18T02:15:01
midlandtx,midlandtx,2026-01-18,Sunday,56.0,2026-01-18T15:15:57
east-odessa-tx,east-odessa-tx,2026-01-18,Sunday,0.0,2026-01-18T02:15:01
planowesttx,planowesttx,2026-01-18,Sunday,37.0,2026-01-18T17:15:01
round-rock-tx,round-rock-tx,2026-01-18,Sunday,0.0,2026-01-18T02:15:01
shenandoah-tx,shenandoah-tx,2026-01-18,Sunday,0.0,2026-01-18T02:15:01
sherman-tx,sherman-tx,2026-01-18,Sunday,30.5,2026-01-18T15:15:57
spring-tx,spring-tx,2026-01-18,Sunday,10.0,2026-01-18T17:15:01
tylersouthtx,tylersouthtx,2026-01-18,Sunday,61.5,2026-01-18T15:15:57
americanforkut,americanforkut,2026-01-18,Sunday,47.0,2026-01-18T14:18:02
cedarcity,cedarcity,2026-01-18,Sunday,25.0,2026-01-18T14:34:16
layton-ut,layton-ut,2026-01-18,Sunday,28.0,2026-01-18T17:15:01
lehiut,lehiut,2026-01-18,Sunday,39.0,2026-01-18T15:15:57
millcreekut,millcreekut,2026-01-18,Sunday,18.0,2026-01-18T02:15:01
murrayut,murrayut,2026-01-18,Sunday,23.0,2026-01-18T18:15:02
ogden-pleasant-view-ut,ogden-pleasant-view-ut,2026-01-18,Sunday,32.5,2026-01-18T17:15:01
ogden-riverdale-ut,ogden-riverdale-ut,2026-01-18,Sunday,9.0,2026-01-18T11:32:33
orem-ut,orem-ut,2026-01-18,Sunday,32.0,2026-01-18T17:00:01
richfield,richfield,2026-01-18,Sunday,5.0,2026-01-18T02:15:01
sandyut,sandyut,2026-01-18,Sunday,34.5,2026-01-18T18:15:02
spanishforkut,spanishforkut,2026-01-18,Sunday,43.5,2026-01-18T14:18:02
stgeorgeut,stgeorgeut,2026-01-18,Sunday,2.0,2026-01-18T17:00:01
st-george-ut-river-rd,st-george-ut-river-rd,2026-01-18,Sunday,21.5,2026-01-18T12:32:30
st-george-ut-sunset,st-george-ut-sunset,2026-01-18,Sunday,4.5,2026-01-18T12:32:30
lynchburg-va,lynchburg-va,2026-01-18,Sunday,0.0,2026-01-18T02:15:01
virginia-beach-va-courthouse,virginia-beach-va-courthouse,2026-01-18,Sunday,0.0,2026-01-18T02:15:01
birminghamal,birminghamal,2026-01-19,Monday,27.5,2026-01-19T22:24:38
huntsville-al-research-park,huntsville-al-research-park,2026-01-19,Monday,19.5,2026-01-19T21:28:42
chandleraz,chandleraz,2026-01-19,Monday,20.5,2026-01-19T20:59:24
southchandleraz,southchandleraz,2026-01-19,Monday,16.5,2026-01-19T21:45:00
gilbertaz,gilbertaz,2026-01-19,Monday,42.0,2026-01-19T17:51:10
glendaleaz,glendaleaz,2026-01-19,Monday,44.0,2026-01-19T15:36:27
goodyear-az,goodyear-az,2026-01-19,Monday,0.0,2026-01-19T02:45:51
mesa-az-east,mesa-az-east,2026-01-19,Monday,13.0,2026-01-19T22:24:38
paradise-valley-az,paradise-valley-az,2026-01-19,Monday,11.0,2026-01-19T23:44:38
glendale-az-peoria,glendale-az-peoria,2026-01-19,Monday,18.5,2026-01-19T22:45:57
scottsdaleaz,scottsdaleaz,2026-01-19,Monday,47.5,2026-01-19T23:44:38
scottsdale-az-north,scottsdale-az-north,2026-01-19,Monday,0.0,2026-01-19T02:45:51
surpriseaz,surpriseaz,2026-01-19,Monday,16.5,2026-01-19T22:45:57
talkingstickaz,talkingstickaz,2026-01-19,Monday,0.0,2026-01-19T02:45:51
tempeaz,tempeaz,2026-01-19,Monday,17.5,2026-01-19T21:45:00
carlsbadca,carlsbadca,2026-01-19,Monday,28.0,2026-01-19T23:27:01
rancho-mirage-ca,rancho-mirage-ca,2026-01-19,Monday,0.0,2026-01-19T02:45:51
fort-collins-timnath-co,fort-collins-timnath-co,2026-01-19,Monday,0.0,2026-01-19T02:45:51
invernessco,invernessco,2026-01-19,Monday,34.0,2026-01-19T20:48:18
littleton-co,littleton-co,2026-01-19,Monday,28.5,2026-01-19T13:24:39
loveland-co-johnstown,loveland-co-johnstown,2026-01-19,Monday,0.0,2026-01-19T02:45:51
colorado-springs-northgate,colorado-springs-northgate,2026-01-19,Monday,33.0,2026-01-19T21:28:42
pueblowestco,pueblowestco,2026-01-19,Monday,37.5,2026-01-19T21:45:00
wilmingtonde,wilmingtonde,2026-01-19,Monday,55.5,2026-01-19T17:51:10
boca-raton-fl-west,boca-raton-fl-west,2026-01-19,Monday,0.0,2026-01-19T02:45:51
bradentonfl,bradentonfl,2026-01-19,Monday,29.5,2026-01-19T23:44:38
jacksonvillebeachfl,jacksonvillebeachfl,2026-01-19,Monday,22.0,2026-01-19T21:28:42
miramarbeach,miramarbeach,2026-01-19,Monday,34.0,2026-01-19T21:45:00
naplesfl,naplesfl,2026-01-19,Monday,23.0,2026-01-19T23:27:01
naples-fl-north,naples-fl-north,2026-01-19,Monday,10.0,2026-01-19T18:52:05
oldsmarfl,oldsmarfl,2026-01-19,Monday,35.0,2026-01-19T19:45:29
orlando-fl-waterford-lakes,orlando-fl-waterford-lakes,2026-01-19,Monday,0.0,2026-01-19T02:45:51
ponte-vedra-fl,ponte-vedra-fl,2026-01-19,Monday,39.0,2026-01-19T23:44:38
port-charlotte-fl,port-charlotte-fl,2026-01-19,Monday,20.5,2026-01-19T22:45:57
spring-hill-fl,spring-hill-fl,2026-01-19,Monday,31.0,2026-01-19T23:27:01
alpharetta-ga,alpharetta-ga,2026-01-19,Monday,0.0,2026-01-19T02:45:51
westmidtownga,westmidtownga,2026-01-19,Monday,34.0,2026-01-19T05:51:26
augustaga,augustaga,2026-01-19,Monday,44.5,2026-01-19T16:58:58
braseltonga,braseltonga,2026-01-19,Monday,40.5,2026-01-19T22:24:38
dacula-ga,dacula-ga,2026-01-19,Monday,33.0,2026-01-19T22:24:38
mcdonoughga,mcdonoughga,2026-01-19,Monday,22.5,2026-01-19T23:27:01
warnerrobinsga,warnerrobinsga,2026-01-19,Monday,36.0,2026-01-19T17:51:10
woodstock-ga,woodstock-ga,2026-01-19,Monday,0.0,2026-01-19T02:45:51
ankeny-ia,ankeny-ia,2026-01-19,Monday,22.5,2026-01-19T22:24:38
des-moines-ia-downtown,des-moines-ia-downtown,2026-01-19,Monday,0.0,2026-01-19T02:45:51
des-moines-waukee-ia,des-moines-waukee-ia,2026-01-19,Monday,0.0,2026-01-19T02:45:51
boise-id,boise-id,2026-01-19,Monday,47.5,2026-01-19T12:22:07
meridian-id,meridian-id,2026-01-19,Monday,33.0,2026-01-19T06:25:31
carmelin,carmelin,2026-01-19,Monday,43.0,2026-01-19T13:59:25
fishers-in,fishers-in,2026-01-19,Monday,49.0,2026-01-19T18:18:18
kansas-city-leawood,kansas-city-leawood,2026-01-19,Monday,38.5,2026-01-19T22:24:38
overlandparkks,overlandparkks,2026-01-19,Monday,44.0,2026-01-19T02:45:51
ascension-la,ascension-la,2026-01-19,Monday,0.0,2026-01-19T02:45:51
baton-rouge-st-george,baton-rouge-st-george,2026-01-19,Monday,21.5,2026-01-19T20:29:18
shreveport-la-south,shreveport-la-south,2026-01-19,Monday,22.0,2026-01-19T20:29:18
maynardma,maynardma,2026-01-19,Monday,40.5,2026-01-19T22:24:38
southborough-ma,southborough-ma,2026-01-19,Monday,56.0,2026-01-19T20:48:18
crofton-md,crofton-md,2026-01-19,Monday,0.0,2026-01-19T02:45:51
towson-baltimore-md,towson-baltimore-md,2026-01-19,Monday,0.0,2026-01-19T02:45:51
white-marsh-baltimore-md,white-marsh-baltimore-md,2026-01-19,Monday,0.0,2026-01-19T02:45:51
clarkstonmi,clarkstonmi,2026-01-19,Monday,31.0,2026-01-19T14:59:14
farmington-mi,farmington-mi,2026-01-19,Monday,34.5,2026-01-19T23:44:38
grand-blanc-mi,grand-blanc-mi,2026-01-19,Monday,31.5,2026-01-19T23:27:01
lansing-mi,lansing-mi,2026-01-19,Monday,55.5,2026-01-19T21:28:42
livonia-mi,livonia-mi,2026-01-19,Monday,52.0,2026-01-19T04:50:00
novi-mi,novi-mi,2026-01-19,Monday,0.0,2026-01-19T02:45:51
rochester-hills-mi,rochester-hills-mi,2026-01-19,Monday,31.5,2026-01-19T23:27:01
troy-mi,troy-mi,2026-01-19,Monday,35.0,2026-01-19T22:24:38
west-bloomfield-mi,west-bloomfield-mi,2026-01-19,Monday,0.0,2026-01-19T02:45:51
st-louis-crestwood-mo,st-louis-crestwood-mo,2026-01-19,Monday,41.5,2026-01-19T20:48:18
liberty-mo,liberty-mo,2026-01-19,Monday,15.0,2026-01-19T18:52:05
rollamo,rollamo,2026-01-19,Monday,35.5,2026-01-19T22:45:57
bozemanmt,bozemanmt,2026-01-19,Monday,58.0,2026-01-19T21:28:42
chapel-hill-nc,chapel-hill-nc,2026-01-19,Monday,46.0,2026-01-19T20:59:24
raleigh-nc-north,raleigh-nc-north,2026-01-19,Monday,21.0,2026-01-19T18:52:05
lincoln-ne-south,lincoln-ne-south,2026-01-19,Monday,48.0,2026-01-19T23:55:00
omahane,omahane,2026-01-19,Monday,56.5,2026-01-19T20:48:18
papillionne,papillionne,2026-01-19,Monday,51.0,2026-01-19T08:34:58
howell-nj,howell-nj,2026-01-19,Monday,13.0,2026-01-19T22:24:38
pomptonplainsnj,pomptonplainsnj,2026-01-19,Monday,72.0,2026-01-19T21:55:55
princetonnj,princetonnj,2026-01-19,Monday,38.0,2026-01-19T23:27:01
toms-river-nj,toms-river-nj,2026-01-19,Monday,0.0,2026-01-19T02:45:51
lascruces-nm,lascruces-nm,2026-01-19,Monday,27.5,2026-01-19T23:27:01
hendersonnv,hendersonnv,2026-01-19,Monday,31.0,2026-01-19T21:55:55
mesquitenv,mesquitenv,2026-01-19,Monday,17.5,2026-01-19T15:36:27
southsummerlinnv,southsummerlinnv,2026-01-19,Monday,29.5,2026-01-19T23:55:00
summerlinlasvegasnv,summerlinlasvegasnv,2026-01-19,Monday,36.0,2026-01-19T23:55:00
bethpage-ny,bethpage-ny,2026-01-19,Monday,51.0,2026-01-19T21:55:55
fivetowns-ny,fivetowns-ny,2026-01-19,Monday,31.0,2026-01-19T20:59:24
brunswickoh,brunswickoh,2026-01-19,Monday,55.0,2026-01-19T23:44:38
chardonoh,chardonoh,2026-01-19,Monday,30.5,2026-01-19T19:32:57
columbus-upper-arlington-oh,columbus-upper-arlington-oh,2026-01-19,Monday,44.0,2026-01-19T19:32:57
north-canton-oh,north-canton-oh,2026-01-19,Monday,41.5,2026-01-19T02:45:51
woosteroh,woosteroh,2026-01-19,Monday,47.0,2026-01-19T21:55:55
jenks-ok,jenks-ok,2026-01-19,Monday,20.0,2026-01-19T23:27:01
tulsa-ok-southern-hills,tulsa-ok-southern-hills,2026-01-19,Monday,24.0,2026-01-19T20:48:18
clackamas-or,clackamas-or,2026-01-19,Monday,3.0,2026-01-19T21:45:00
eugeneor,eugeneor,2026-01-19,Monday,57.5,2026-01-19T20:48:18
salem-keizer-or,salem-keizer-or,2026-01-19,Monday,25.0,2026-01-19T22:45:57
sherwoodor,sherwoodor,2026-01-19,Monday,27.0,2026-01-19T22:45:57
paoli-pa,paoli-pa,2026-01-19,Monday,72.0,2026-01-19T18:52:05
yardley-pa,yardley-pa,2026-01-19,Monday,72.0,2026-01-19T18:52:05
york-pa,york-pa,2026-01-19,Monday,85.5,2026-01-19T17:51:10
aikensc,aikensc,2026-01-19,Monday,40.5,2026-01-19T23:27:01
spartanburgsc,spartanburgsc,2026-01-19,Monday,56.5,2026-01-19T15:55:44
sioux-falls-sd-south,sioux-falls-sd-south,2026-01-19,Monday,45.5,2026-01-19T22:57:13
chattanoogatn,chattanoogatn,2026-01-19,Monday,48.5,2026-01-19T21:28:42
clarksvilletn,clarksvilletn,2026-01-19,Monday,67.0,2026-01-19T15:55:44
cleveland-tn,cleveland-tn,2026-01-19,Monday,0.0,2026-01-19T02:45:51
franklintn,franklintn,2026-01-19,Monday,42.0,2026-01-19T16:58:58
knoxvilletn,knoxvilletn,2026-01-19,Monday,67.0,2026-01-19T23:27:01
memphis-tn-collierville,memphis-tn-collierville,2026-01-19,Monday,59.5,2026-01-19T22:45:57
mt-juliet-tn,mt-juliet-tn,2026-01-19,Monday,38.5,2026-01-19T23:27:01
nashville-bellevue-tn,nashville-bellevue-tn,2026-01-19,Monday,14.5,2026-01-19T22:45:57
spring-hill-tn-north,spring-hill-tn-north,2026-01-19,Monday,42.0,2026-01-19T19:56:29
allen-tx,allen-tx,2026-01-19,Monday,0.0,2026-01-19T02:45:51
amarillo-tx,amarillo-tx,2026-01-19,Monday,0.0,2026-01-19T02:45:51
houston-atascocita-tx,houston-atascocita-tx,2026-01-19,Monday,44.5,2026-01-19T23:44:38
eastaustintx,eastaustintx,2026-01-19,Monday,39.5,2026-01-19T17:31:36
southwestaustintx,southwestaustintx,2026-01-19,Monday,32.0,2026-01-19T22:57:13
colleyville-tx,colleyville-tx,2026-01-19,Monday,37.0,2026-01-19T23:27:01
denton-tx,denton-tx,2026-01-19,Monday,34.5,2026-01-19T22:45:57
flowermoundtx,flowermoundtx,2026-01-19,Monday,45.0,2026-01-19T23:44:38
granburytx,granburytx,2026-01-19,Monday,23.0,2026-01-19T22:45:57
grand-prairie-tx,grand-prairie-tx,2026-01-19,Monday,19.5,2026-01-19T23:44:38
houstonheightstx,houstonheightstx,2026-01-19,Monday,40.0,2026-01-19T23:44:38
houston-memorial-tx,houston-memorial-tx,2026-01-19,Monday,36.0,2026-01-19T22:57:13
katy-tx,katy-tx,2026-01-19,Monday,27.0,2026-01-19T23:44:38
kellertx,kellertx,2026-01-19,Monday,35.5,2026-01-19T20:29:18
lubbock-tx,lubbock-tx,2026-01-19,Monday,0.0,2026-01-19T02:45:51
woodlands-houston-tx,woodlands-houston-tx,2026-01-19,Monday,32.0,2026-01-19T23:27:01
mckinney-tx,mckinney-tx,2026-01-19,Monday,0.0,2026-01-19T02:45:51
midlandtx,midlandtx,2026-01-19,Monday,53.0,2026-01-19T21:45:00
east-odessa-tx,east-odessa-tx,2026-01-19,Monday,0.0,2026-01-19T02:45:51
planowesttx,planowesttx,2026-01-19,Monday,37.0,2026-01-19T21:28:42
round-rock-tx,round-rock-tx,2026-01-19,Monday,0.0,2026-01-19T02:45:51
shenandoah-tx,shenandoah-tx,2026-01-19,Monday,0.0,2026-01-19T02:45:51
sherman-tx,sherman-tx,2026-01-19,Monday,27.5,2026-01-19T21:45:00
spring-tx,spring-tx,2026-01-19,Monday,13.0,2026-01-19T23:55:00
tylersouthtx,tylersouthtx,2026-01-19,Monday,56.0,2026-01-19T19:14:50
americanforkut,americanforkut,2026-01-19,Monday,54.0,2026-01-19T03:35:52
cedarcity,cedarcity,2026-01-19,Monday,40.0,2026-01-19T07:38:30
layton-ut,layton-ut,2026-01-19,Monday,28.0,2026-01-19T19:45:29
lehiut,lehiut,2026-01-19,Monday,49.0,2026-01-19T16:30:59
millcreekut,millcreekut,2026-01-19,Monday,16.0,2026-01-19T19:45:29
murrayut,murrayut,2026-01-19,Monday,23.5,2026-01-19T21:28:42
ogden-pleasant-view-ut,ogden-pleasant-view-ut,2026-01-19,Monday,43.5,2026-01-19T22:45:57
ogden-riverdale-ut,ogden-riverdale-ut,2026-01-19,Monday,7.5,2026-01-19T21:55:55
orem-ut,orem-ut,2026-01-19,Monday,46.5,2026-01-19T21:28:42
richfield,richfield,2026-01-19,Monday,10.5,2026-01-19T22:24:38
sandyut,sandyut,2026-01-19,Monday,41.5,2026-01-19T18:18:18
spanishforkut,spanishforkut,2026-01-19,Monday,33.0,2026-01-19T23:44:38
stgeorgeut,stgeorgeut,2026-01-19,Monday,13.0,2026-01-19T23:27:01
st-george-ut-river-rd,st-george-ut-river-rd,2026-01-19,Monday,28.5,2026-01-19T22:45:57
st-george-ut-sunset,st-george-ut-sunset,2026-01-19,Monday,18.0,2026-01-19T23:55:00
lynchburg-va,lynchburg-va,2026-01-19,Monday,0.0,2026-01-19T02:45:51
virginia-beach-va-courthouse,virginia-beach-va-courthouse,2026-01-19,Monday,0.0,2026-01-19T02:45:51
birminghamal,birminghamal,2026-01-20,Tuesday,18.0,2026-01-20T21:46:59
huntsville-al-research-park,huntsville-al-research-park,2026-01-20,Tuesday,9.0,2026-01-20T23:30:52
chandleraz,chandleraz,2026-01-20,Tuesday,23.0,2026-01-20T23:58:42
southchandleraz,southchandleraz,2026-01-20,Tuesday,19.0,2026-01-20T23:58:42
gilbertaz,gilbertaz,2026-01-20,Tuesday,27.5,2026-01-20T23:58:42
glendaleaz,glendaleaz,2026-01-20,Tuesday,36.0,2026-01-20T19:59:01
goodyear-az,goodyear-az,2026-01-20,Tuesday,0.0,2026-01-20T01:46:59
mesa-az-east,mesa-az-east,2026-01-20,Tuesday,14.5,2026-01-20T22:29:49
paradise-valley-az,paradise-valley-az,2026-01-20,Tuesday,6.0,2026-01-20T16:55:36
glendale-az-peoria,glendale-az-peoria,2026-01-20,Tuesday,28.0,2026-01-20T18:42:25
scottsdaleaz,scottsdaleaz,2026-01-20,Tuesday,39.5,2026-01-20T22:29:49
scottsdale-az-north,scottsdale-az-north,2026-01-20,Tuesday,0.0,2026-01-20T01:46:59
surpriseaz,surpriseaz,2026-01-20,Tuesday,13.0,2026-01-20T23:30:52
talkingstickaz,talkingstickaz,2026-01-20,Tuesday,0.0,2026-01-20T01:46:59
tempeaz,tempeaz,2026-01-20,Tuesday,14.5,2026-01-20T21:57:45
carlsbadca,carlsbadca,2026-01-20,Tuesday,19.0,2026-01-20T22:47:09
rancho-mirage-ca,rancho-mirage-ca,2026-01-20,Tuesday,0.0,2026-01-20T01:46:59
fort-collins-timnath-co,fort-collins-timnath-co,2026-01-20,Tuesday,0.0,2026-01-20T01:46:59
invernessco,invernessco,2026-01-20,Tuesday,36.5,2026-01-20T21:46:59
littleton-co,littleton-co,2026-01-20,Tuesday,10.5,2026-01-20T18:42:25
loveland-co-johnstown,loveland-co-johnstown,2026-01-20,Tuesday,0.0,2026-01-20T01:46:59
colorado-springs-northgate,colorado-springs-northgate,2026-01-20,Tuesday,29.5,2026-01-20T21:31:48
pueblowestco,pueblowestco,2026-01-20,Tuesday,27.0,2026-01-20T22:29:49
wilmingtonde,wilmingtonde,2026-01-20,Tuesday,50.5,2026-01-20T23:58:42
boca-raton-fl-west,boca-raton-fl-west,2026-01-20,Tuesday,0.0,2026-01-20T01:46:59
bradentonfl,bradentonfl,2026-01-20,Tuesday,18.0,2026-01-20T21:31:48
jacksonvillebeachfl,jacksonvillebeachfl,2026-01-20,Tuesday,22.0,2026-01-20T21:46:59
miramarbeach,miramarbeach,2026-01-20,Tuesday,25.5,2026-01-20T22:29:49
naplesfl,naplesfl,2026-01-20,Tuesday,33.5,2026-01-20T23:48:13
naples-fl-north,naples-fl-north,2026-01-20,Tuesday,8.0,2026-01-20T23:48:13
oldsmarfl,oldsmarfl,2026-01-20,Tuesday,33.5,2026-01-20T22:29:49
orlando-fl-waterford-lakes,orlando-fl-waterford-lakes,2026-01-20,Tuesday,0.0,2026-01-20T01:46:59
ponte-vedra-fl,ponte-vedra-fl,2026-01-20,Tuesday,20.0,2026-01-20T19:59:01
